NAMA DEBITUR,EVENT TIME,STATUS UPSELLING,JENIS KELAMIN,USIA,STATUS PERNIKAHAN,JUMLAH TANGGUNGAN,STATUS TEMPAT TINGGAL,PENDIDIKAN,WILAYAH,JENIS PEKERJAAN,LAMA BEKERJA, PENGHASILAN ,DBR,JK WAKTU KREDIT/ BLN,LIMIT KREDIT,KUALITAS KREDIT
A107392,60,NEW,LAKI LAKI,33,MENIKAH,0,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,4,9731556,13%,60,50000000,LANCAR
A159511,36,NEW,PEREMPUAN,36,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,6,4571300,14%,36,13000000,LANCAR
A28345,60,NEW,LAKI LAKI,53,MENIKAH,3,Milik Sendiri,SMA,Palembang,Pegawai swasta,24,7478000,34%,60,79000000,LANCAR
A87971,60,NEW,LAKI LAKI,38,MENIKAH,3,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,3,8374072,60%,60,150000000,LANCAR
A8069,54,NEW,LAKI LAKI,53,MENIKAH,2,Milik Sendiri,S1,Medan,Pegawai BUMN,18,5255929,25%,54,20000000,LANCAR
A181520,96,NEW,LAKI LAKI,41,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,16,11097032,32%,96,170000000,LANCAR
A322451,13,TOP,LAKI LAKI,34,MENIKAH,2,Milik Orang Tua,S1,Makassar,Pegawai swasta,8,6123070,47%,84,151000000,LANCAR
A201517,36,NEW,LAKI LAKI,37,TIDAK MENIKAH,0,Sewa,SMA,Surabaya,Pegawai swasta,13,2351890,33%,36,16000000,LANCAR
A326486,16,TOP,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,SMP,Balikpapan,Pegawai swasta,2,3813205,40%,30,42000000,LANCAR
A121054,48,NEW,LAKI LAKI,40,MENIKAH,1,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,17,3514590,42%,48,50000000,LANCAR
A182058,48,NEW,LAKI LAKI,29,MENIKAH,1,Milik Sendiri,S1,Bandung,Pegawai swasta,9,2884467,26%,48,25000000,LANCAR
A305874,11,TOP,LAKI LAKI,29,TIDAK MENIKAH,0,Sewa,SMA,Bandung,Pegawai swasta,1,3602471,14%,36,33000000,LANCAR
A154508,60,NEW,LAKI LAKI,27,MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,6,3108900,41%,60,35000000,LANCAR
A92369,36,NEW,PEREMPUAN,52,MENIKAH,2,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,22,7303198,49%,36,100000000,LANCAR
A315244,19,TOP,LAKI LAKI,35,MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai BUMN,3,17780600,10%,120,180500000,LANCAR
A288329,12,TOP,LAKI LAKI,29,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 4,Pegawai swasta,4,2518347,37%,48,31400000,LANCAR
A179945,60,NEW,PEREMPUAN,33,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,1,3366619,46%,60,30000000,LANCAR
A69458,36,NEW,PEREMPUAN,43,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,11,3477837,26%,36,25000000,LANCAR
A294245,28,TOP,PEREMPUAN,42,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 4,PNS,6,7160584,43%,96,178000000,LANCAR
A250086,60,NEW,PEREMPUAN,36,MENIKAH,1,Sewa,SMA,Medan,Pegawai swasta,13,3897783,40%,60,38000000,MACET
A35509,120,NEW,LAKI LAKI,32,MENIKAH,3,Rumah Dinas,S1,Palembang,Pegawai swasta,1,6806065,52%,120,185000000,LANCAR
A286939,6,TOP,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,2,5700000,35%,72,91000000,LANCAR
A315545,21,TOP,LAKI LAKI,33,TIDAK MENIKAH,0,Sewa,SMA,Surabaya,Pegawai swasta,11,2145762,35%,12,23000000,LANCAR
A289386,11,TOP,LAKI LAKI,39,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,16,4135836,40%,84,123900000,LANCAR
A259647,60,NEW,LAKI LAKI,39,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,13,2564802,50%,60,39000000,MACET
A190766,24,NEW,PEREMPUAN,51,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Semarang,Pegawai swasta,23,4220293,30%,24,25000000,LANCAR
A183605,96,NEW,LAKI LAKI,42,MENIKAH,3,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,13,3480950,56%,96,89000000,LANCAR
A258771,72,NEW,LAKI LAKI,28,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,2,3027510,45%,72,50000000,MACET
A319108,26,TOP,LAKI LAKI,31,MENIKAH,1,Milik Sendiri,S1,Surabaya,PNS,9,13341969,44%,120,418000000,LANCAR
A280533,30,TOP,LAKI LAKI,34,MENIKAH,2,Milik Orang Tua,SMA,Palembang,Pegawai swasta,7,3138541,32%,36,44000000,LANCAR
A135362,60,NEW,LAKI LAKI,32,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,8,3941763,33%,60,44000000,LANCAR
A166938,96,NEW,LAKI LAKI,45,MENIKAH,2,Milik Orang Tua,SMA,Bandung,Pegawai swasta,19,3646937,55%,96,80000000,LANCAR
A82762,36,NEW,LAKI LAKI,46,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,21,3812400,30%,36,30000000,LANCAR
A297333,12,TOP,LAKI LAKI,26,TIDAK MENIKAH,0,Rumah Dinas,DIPLOMA,Balikpapan,Pegawai swasta,2,3000000,49%,24,27000000,LANCAR
A321378,11,TOP,LAKI LAKI,33,MENIKAH,2,Rumah Dinas,DIPLOMA,Makassar,Pegawai swasta,2,10093090,37%,96,265000000,LANCAR
A207717,24,NEW,LAKI LAKI,36,MENIKAH,1,Milik Orang Tua,S1,Surabaya,Pegawai swasta,10,4061487,19%,24,15000000,LANCAR
A256301,24,NEW,LAKI LAKI,34,MENIKAH,2,Sewa,SMA,Balikpapan,Pegawai swasta,3,8328370,23%,24,40000000,MACET
A205971,60,NEW,LAKI LAKI,36,MENIKAH,2,Sewa,S1,Surabaya,Pegawai swasta,10,2356937,33%,60,30000000,LANCAR
A133109,72,NEW,LAKI LAKI,43,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,18,5233745,43%,72,100000000,LANCAR
A843,108,NEW,LAKI LAKI,50,MENIKAH,2,Milik Sendiri,DIPLOMA,Medan,Pegawai BUMN,20,14637219,25%,108,253800000,LANCAR
A259426,36,NEW,LAKI LAKI,31,MENIKAH,2,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,3,2641900,55%,36,30000000,MACET
A292032,7,TOP,PEREMPUAN,35,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 4,Pegawai swasta,9,6168047,60%,120,198000000,LANCAR
A51934,48,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,1,3909858,38%,48,50000000,LANCAR
A288454,10,TOP,LAKI LAKI,30,MENIKAH,2,Sewa,SMA,Jakarta 4,Pegawai swasta,6,4277354,39%,120,215400000,LANCAR
A128530,60,NEW,LAKI LAKI,38,MENIKAH,2,Sewa,S1,Jakarta 5,Pegawai BUMN,8,6900445,14%,60,29000000,LANCAR
A277881,32,TOP,PEREMPUAN,40,MENIKAH,0,Milik Sendiri,SMA,Medan,Pegawai swasta,14,6849771,39%,42,145700000,LANCAR
A67073,36,NEW,PEREMPUAN,50,CERAI,2,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai BUMN,10,6200000,29%,36,50000000,LANCAR
A297585,12,TOP,LAKI LAKI,33,MENIKAH,4,Rumah Dinas,DIPLOMA,Balikpapan,Pegawai swasta,6,4626053,30%,60,59000000,LANCAR
A129096,36,NEW,LAKI LAKI,35,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,6,5800000,32%,36,35000000,LANCAR
A60855,36,NEW,LAKI LAKI,34,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,12,4000000,18%,36,20000000,LANCAR
A205482,36,NEW,PEREMPUAN,34,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,11,2838742,33%,36,20000000,LANCAR
A104003,36,NEW,LAKI LAKI,35,MENIKAH,3,Rumah Dinas,S1,Balikpapan,Pegawai swasta,6,17175000,22%,36,50000000,LANCAR
A235648,36,NEW,LAKI LAKI,32,MENIKAH,2,Milik Orang Tua,S1,Makassar,Pegawai swasta,4,7460143,25%,36,35000000,LANCAR
A256640,30,NEW,LAKI LAKI,55,MENIKAH,1,Sewa,SMA,Balikpapan,Pegawai swasta,1,8895065,24%,30,50000000,MACET
A193184,36,NEW,LAKI LAKI,29,MENIKAH,1,Milik Sendiri,S1,Semarang,Pegawai swasta,4,5125003,36%,36,50000000,LANCAR
A240625,48,NEW,LAKI LAKI,33,MENIKAH,1,Milik Orang Tua,S1,Denpasar,Pegawai swasta,1,3325000,33%,48,25000000,LANCAR
A310806,23,TOP,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Bandung,Pegawai swasta,8,12000000,54%,96,374800000,LANCAR
A691,12,NEW,PEREMPUAN,33,MENIKAH,0,Milik Orang Tua,DIPLOMA,Medan,Pegawai swasta,4,3375388,30%,12,11000000,LANCAR
A115783,60,NEW,LAKI LAKI,30,MENIKAH,2,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,5,5333991,46%,60,80000000,LANCAR
A278042,25,TOP,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Sendiri,SMA,Medan,Pegawai swasta,4,5542668,41%,72,118000000,LANCAR
A295209,13,TOP,LAKI LAKI,36,MENIKAH,1,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,13,4416423,33%,90,114500000,LANCAR
A288424,7,TOP,LAKI LAKI,32,TIDAK MENIKAH,0,Sewa,DIPLOMA,Jakarta 4,Pegawai swasta,7,4397694,29%,72,117000000,LANCAR
A16776,60,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,5,3664300,22%,60,30000000,LANCAR
A10851,24,NEW,LAKI LAKI,54,MENIKAH,4,Milik Sendiri,SMA,Medan,Pegawai swasta,7,5288808,39%,24,30000000,LANCAR
A98050,24,NEW,LAKI LAKI,22,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,1,3825771,39%,24,30000000,LANCAR
A176281,96,NEW,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,13,3555571,55%,96,75000000,LANCAR
A289247,15,TOP,LAKI LAKI,34,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,6,5289480,55%,120,130600000,LANCAR
A32436,60,NEW,LAKI LAKI,41,MENIKAH,4,Rumah Dinas,SMA,Palembang,Pegawai BUMN,4,11237503,34%,60,150000000,LANCAR
A225905,102,NEW,LAKI LAKI,38,MENIKAH,1,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,4,3034700,49%,102,82400000,LANCAR
A153759,48,NEW,LAKI LAKI,42,MENIKAH,4,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,15,5000000,25%,48,40000000,LANCAR
A220320,24,NEW,PEREMPUAN,47,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,14,3511308,14%,24,10000000,LANCAR
A76864,96,NEW,LAKI LAKI,38,MENIKAH,1,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,8,5662659,50%,96,140000000,LANCAR
A109406,18,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,4,6530745,20%,18,20000000,LANCAR
A250722,36,NEW,LAKI LAKI,34,MENIKAH,2,Sewa,SMA,Medan,Pegawai swasta,2,3935880,38%,36,30000000,MACET
A240550,30,NEW,PEREMPUAN,32,MENIKAH,0,Milik Orang Tua,S1,Denpasar,Pegawai swasta,3,5308889,24%,30,30000000,LANCAR
A222348,36,NEW,LAKI LAKI,40,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,19,2450000,37%,36,20000000,LANCAR
A296556,13,TOP,LAKI LAKI,48,MENIKAH,3,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,1,5500974,31%,72,90000000,LANCAR
A139540,60,NEW,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Sendiri,S1,Jakarta 5,Pegawai BUMN,3,7375000,20%,60,59000000,LANCAR
A263091,72,NEW,LAKI LAKI,50,MENIKAH,2,Milik Sendiri,SMA,Palembang,Pegawai BUMN,25,8201111,58%,72,200000000,LANCAR
A243877,36,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jayapura,Pegawai BUMN,5,2606504,42%,36,15000000,LANCAR
A308872,15,TOP,LAKI LAKI,29,MENIKAH,1,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,2,3647708,60%,60,85000000,LANCAR
A305506,7,TOP,LAKI LAKI,29,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,9,7000000,39%,72,126000000,LANCAR
A163317,36,NEW,LAKI LAKI,50,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,25,5241911,23%,36,35000000,LANCAR
A246394,24,NEW,LAKI LAKI,34,MENIKAH,1,Rumah Dinas,SMA,Jayapura,Pegawai swasta,2,8855070,29%,24,40000000,LANCAR
A44399,84,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Sewa,DIPLOMA,Jakarta 3,Pegawai BUMN,1,6454000,40%,84,129000000,LANCAR
A105805,60,NEW,LAKI LAKI,35,MENIKAH,2,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,3,10856859,28%,60,120000000,LANCAR
A207530,24,NEW,LAKI LAKI,31,MENIKAH,1,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,1,2770030,28%,24,15000000,LANCAR
A297234,12,TOP,PEREMPUAN,32,TIDAK MENIKAH,0,Rumah Dinas,S1,Balikpapan,Pegawai swasta,6,4300532,60%,60,73000000,LANCAR
A213016,24,NEW,PEREMPUAN,29,MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,5,2462092,51%,24,15000000,LANCAR
A21756,36,NEW,LAKI LAKI,31,MENIKAH,2,Rumah Dinas,SMA,Medan,Pegawai swasta,9,2983577,31%,36,25000000,LANCAR
A24630,60,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Medan,Pegawai swasta,2,3485180,31%,60,31300000,LANCAR
A18496,24,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Sewa,SMA,Medan,Pegawai swasta,1,3659568,35%,24,21000000,LANCAR
A146750,36,NEW,LAKI LAKI,42,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,15,4056445,28%,36,30000000,LANCAR
A136042,96,NEW,PEREMPUAN,50,TIDAK MENIKAH,0,Milik Sendiri,DIPLOMA,Jakarta 5,Pegawai swasta,17,9159677,49%,96,274000000,LANCAR
A77803,60,NEW,LAKI LAKI,34,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 4,Pegawai swasta,4,4743914,27%,60,50000000,LANCAR
A148566,60,NEW,LAKI LAKI,49,MENIKAH,2,Sewa,SMA,Jakarta 5,Pegawai swasta,6,3250000,20%,60,26000000,LANCAR
A185947,24,NEW,LAKI LAKI,31,MENIKAH,2,Milik Sendiri,SMA,Bandung,PNS,4,4561592,33%,24,30000000,LANCAR
A34105,36,NEW,LAKI LAKI,38,MENIKAH,2,Milik Orang Tua,SMA,Palembang,Pegawai swasta,7,4918583,38%,36,35000000,LANCAR
A74483,36,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,6,4100000,27%,36,30000000,LANCAR
A167888,72,NEW,LAKI LAKI,48,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,22,6000000,38%,72,100000000,LANCAR
A216521,30,NEW,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,3,2868333,30%,30,19500000,LANCAR
A75352,60,NEW,LAKI LAKI,47,MENIKAH,3,Milik Sendiri,S2/S3,Jakarta 4,Pegawai BUMN,20,12468088,40%,60,107000000,LANCAR
A204735,96,NEW,PEREMPUAN,38,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai swasta,16,3236868,60%,96,50000000,LANCAR
A260514,60,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Sewa,SMA,Denpasar,Pegawai swasta,2,2390047,54%,60,50000000,MACET
A281005,25,TOP,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Palembang,Pegawai BUMN,5,7377902,42%,120,196600000,LANCAR
A254384,24,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,4587642,41%,24,15000000,MACET
A74381,24,NEW,LAKI LAKI,27,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,4,4202413,18%,24,15000000,LANCAR
A31437,96,NEW,LAKI LAKI,29,MENIKAH,1,Milik Orang Tua,SMA,Palembang,Pegawai BUMN,6,5063662,58%,96,150000000,LANCAR
A167819,24,NEW,LAKI LAKI,38,MENIKAH,2,Sewa,SMA,Bandung,Pegawai swasta,7,4888378,26%,24,25000000,LANCAR
A247960,84,NEW,LAKI LAKI,43,MENIKAH,1,Rumah Dinas,DIPLOMA,Jayapura,Pegawai swasta,3,19126408,49%,84,350000000,LANCAR
A101216,96,NEW,PEREMPUAN,24,MENIKAH,1,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,5,3619667,48%,96,75000000,LANCAR
A295772,18,TOP,LAKI LAKI,32,MENIKAH,2,Milik Sendiri,S1,Balikpapan,Pegawai swasta,4,7000000,13%,48,38000000,LANCAR
A62287,36,NEW,LAKI LAKI,31,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,5,3000000,37%,36,30000000,LANCAR
A13072,12,NEW,LAKI LAKI,56,MENIKAH,3,Rumah Dinas,SMA,Medan,Pegawai swasta,21,7531360,60%,12,37000000,LANCAR
A298825,9,TOP,LAKI LAKI,34,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,10,4984028,22%,96,113000000,LANCAR
A231178,36,NEW,LAKI LAKI,43,MENIKAH,3,Milik Sendiri,S1,Makassar,Pegawai swasta,6,12758831,56%,36,140000000,LANCAR
A163267,36,NEW,LAKI LAKI,32,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,2,3417150,21%,36,20000000,LANCAR
A166853,60,NEW,LAKI LAKI,37,MENIKAH,2,Milik Sendiri,S1,Bandung,Pegawai swasta,1,8000000,19%,60,60000000,LANCAR
A183096,12,NEW,PEREMPUAN,23,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,2,2870277,32%,12,9000000,LANCAR
A101808,24,NEW,LAKI LAKI,41,MENIKAH,3,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,4478310,30%,24,20000000,LANCAR
A325430,16,TOP,LAKI LAKI,39,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,6,3700000,55%,96,80000000,LANCAR
A611,48,NEW,PEREMPUAN,58,MENIKAH,0,Milik Sendiri,DIPLOMA,Medan,Pegawai swasta,23,13137719,43%,48,179000000,LANCAR
A270608,36,NEW,LAKI LAKI,41,TIDAK MENIKAH,0,Rumah Dinas,SMA,Jayapura,Pegawai swasta,3,6767285,28%,36,40000000,LANCAR
A240526,24,NEW,LAKI LAKI,29,MENIKAH,1,Milik Sendiri,SMA,Denpasar,Pegawai swasta,1,7695000,47%,24,40000000,LANCAR
A267531,60,NEW,LAKI LAKI,41,MENIKAH,2,Milik Orang Tua,SMA,Bandung,Pegawai swasta,8,2870790,44%,60,45000000,LANCAR
A187838,96,NEW,PEREMPUAN,36,CERAI,0,Milik Sendiri,SMA,Semarang,Pegawai swasta,13,3746765,48%,96,90000000,LANCAR
A314056,6,TOP,LAKI LAKI,34,MENIKAH,2,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,10,2236053,52%,114,65000000,LANCAR
A130720,60,NEW,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,4,22580000,20%,60,135000000,LANCAR
A217387,36,NEW,LAKI LAKI,47,MENIKAH,0,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,21,2598797,28%,36,10000000,LANCAR
A230477,96,NEW,LAKI LAKI,42,MENIKAH,2,Milik Sendiri,S1,Makassar,Pegawai swasta,8,6328674,59%,96,200000000,LANCAR
A270723,42,NEW,LAKI LAKI,41,MENIKAH,2,Rumah Dinas,S1,Jayapura,Pegawai swasta,2,28142212,25%,42,100000000,LANCAR
A178863,48,NEW,LAKI LAKI,30,MENIKAH,1,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,3,3638067,34%,48,30000000,LANCAR
A176471,60,NEW,LAKI LAKI,51,MENIKAH,3,Milik Sendiri,SMA,Bandung,Pegawai swasta,25,7724710,16%,60,50000000,LANCAR
A49843,24,NEW,PEREMPUAN,32,MENIKAH,1,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,6,3114429,25%,24,15000000,LANCAR
A26065,36,NEW,LAKI LAKI,46,MENIKAH,3,Rumah Dinas,SMA,Medan,Pegawai swasta,8,8260123,23%,36,50000000,LANCAR
A174971,48,NEW,LAKI LAKI,37,MENIKAH,3,Milik Sendiri,S2/S3,Bandung,Pegawai BUMN,8,20000000,28%,48,200000000,LANCAR
A326725,12,TOP,LAKI LAKI,28,MENIKAH,1,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,3,4833572,39%,30,47000000,LANCAR
A275079,23,TOP,LAKI LAKI,47,MENIKAH,2,Rumah Dinas,S1,Medan,Pegawai swasta,20,23585766,27%,96,410000000,LANCAR
A263837,60,NEW,LAKI LAKI,46,MENIKAH,4,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,25,8204854,21%,60,70000000,LANCAR
A248379,36,NEW,LAKI LAKI,31,MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 5,Pegawai swasta,4,3500000,38%,36,20000000,MACET
A43167,24,NEW,LAKI LAKI,53,MENIKAH,1,Milik Orang Tua,SMA,Palembang,Pegawai swasta,23,6879167,37%,24,40000000,LANCAR
A39245,48,NEW,LAKI LAKI,51,MENIKAH,2,Rumah Dinas,S1,Palembang,Pegawai swasta,20,3582944,35%,48,30000000,LANCAR
A77775,36,NEW,LAKI LAKI,45,MENIKAH,3,Milik Sendiri,DIPLOMA,Jakarta 4,Pegawai swasta,4,13000000,14%,36,50000000,LANCAR
A209043,48,NEW,LAKI LAKI,54,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,9,2777968,54%,48,50000000,LANCAR
A309695,7,TOP,LAKI LAKI,39,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,14,5087000,51%,60,80000000,LANCAR
A94714,36,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 4,Pegawai swasta,7,4000000,38%,36,31500000,LANCAR
A144381,60,NEW,LAKI LAKI,28,MENIKAH,1,Sewa,SMA,Jakarta 5,Pegawai swasta,2,2344740,30%,60,24000000,LANCAR
A85652,48,NEW,LAKI LAKI,42,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,2,4185300,20%,48,30000000,LANCAR
A76876,48,NEW,PEREMPUAN,29,TIDAK MENIKAH,0,Sewa,S1,Jakarta 4,Pegawai swasta,10,6615295,33%,48,75000000,LANCAR
A246815,36,NEW,LAKI LAKI,33,TIDAK MENIKAH,0,Rumah Dinas,SMA,Jayapura,Pegawai swasta,10,14176921,25%,36,100000000,LANCAR
A186152,120,NEW,LAKI LAKI,33,MENIKAH,1,Milik Sendiri,DIPLOMA,Bandung,Pegawai BUMN,8,14732797,15%,120,130000000,LANCAR
A311905,12,TOP,LAKI LAKI,39,MENIKAH,2,Milik Sendiri,S1,Semarang,Pegawai swasta,5,7432826,28%,36,72000000,LANCAR
A1163,36,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Rumah Dinas,S1,Medan,Pegawai BUMN,2,11801667,30%,36,100000000,LANCAR
A305255,15,TOP,LAKI LAKI,49,MENIKAH,3,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,25,10986665,51%,72,273000000,LANCAR
A175615,24,NEW,LAKI LAKI,35,MENIKAH,1,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,1,2963987,25%,24,15000000,LANCAR
A58949,48,NEW,PEREMPUAN,44,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,8,3922092,32%,48,20000000,LANCAR
A42115,120,NEW,LAKI LAKI,32,MENIKAH,2,Milik Sendiri,DIPLOMA,Palembang,PNS,10,9507700,37%,120,200000000,LANCAR
A225581,24,NEW,PEREMPUAN,48,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,24,3566300,14%,24,10000000,LANCAR
A68681,24,NEW,LAKI LAKI,54,MENIKAH,4,Milik Sendiri,SMA,Jakarta 3,Pegawai BUMN,10,5649483,18%,24,20000000,LANCAR
A145690,36,NEW,PEREMPUAN,32,MENIKAH,1,Milik Orang Tua,DIPLOMA,Jakarta 5,Pegawai swasta,4,6625000,29%,36,46000000,LANCAR
A212045,36,NEW,PEREMPUAN,44,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai swasta,15,4709383,60%,36,26000000,LANCAR
A192107,120,NEW,LAKI LAKI,43,MENIKAH,1,Milik Sendiri,SMA,Semarang,Pegawai swasta,16,6279913,56%,120,108000000,LANCAR
A273702,15,TOP,LAKI LAKI,45,MENIKAH,3,Milik Sendiri,DIPLOMA,Medan,Pegawai swasta,4,5792848,27%,36,61000000,LANCAR
A236239,36,NEW,LAKI LAKI,53,MENIKAH,2,Milik Sendiri,SMA,Makassar,Pegawai BUMN,12,3775049,48%,36,50000000,LANCAR
A130653,36,NEW,PEREMPUAN,42,MENIKAH,4,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,5,4373473,10%,36,13000000,LANCAR
A51261,36,NEW,LAKI LAKI,34,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,14,3553037,27%,36,10000000,LANCAR
A27016,48,NEW,LAKI LAKI,46,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,11,2904000,32%,48,26100000,LANCAR
A309130,17,TOP,PEREMPUAN,25,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,1,3333722,60%,96,85000000,LANCAR
A193011,72,NEW,LAKI LAKI,45,MENIKAH,3,Milik Sendiri,S1,Semarang,PNS,22,16252780,40%,72,291000000,LANCAR
A256015,24,NEW,LAKI LAKI,31,MENIKAH,1,Rumah Dinas,SMP,Balikpapan,Pegawai swasta,5,5386077,29%,24,30000000,MACET
A22310,36,NEW,PEREMPUAN,39,CERAI,1,Sewa,SMA,Medan,Pegawai swasta,3,4315022,31%,36,34000000,LANCAR
