NAMA,T,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,class
A50816,48,NEW,PEREMPUAN,33,MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,10,3000000,0.412876,48,20000000,LANCAR,1
A245774,42,NEW,LAKI LAKI,49,TIDAK MENIKAH,0,Rumah Dinas,SMA,Jayapura,Pegawai swasta,2,17159304,0.324828152,42,130000000,LANCAR,1
A248348,18,NEW,LAKI LAKI,28,MENIKAH,1,Sewa,SMA,Balikpapan,Pegawai swasta,1,3593384,0.357501731,18,15000000,MACET,0
A94710,36,NEW,LAKI LAKI,44,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,21,4484667,0.336034537,36,30000000,LANCAR,1
A279394,15,TOP,LAKI LAKI,35,MENIKAH,2,Rumah Dinas,SMA,Palembang,Pegawai BUMN,1,5384955,0.464275003,18,60000000,LANCAR,1
A3521,96,NEW,LAKI LAKI,51,MENIKAH,3,Milik Sendiri,S2/S3,Medan,PNS,14,11620300,0.318903729,96,200000000,LANCAR,1
A104529,24,NEW,LAKI LAKI,43,MENIKAH,5,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,3,4786000,0.314877351,24,25000000,LANCAR,1
A270436,72,NEW,LAKI LAKI,37,MENIKAH,2,Milik Sendiri,SMA,Jayapura,Pegawai swasta,5,5187501,0.418155871,72,89000000,LANCAR,1
A292438,14,TOP,LAKI LAKI,54,MENIKAH,3,Milik Sendiri,S1,Jakarta 4,PNS,28,9509104,0.271352485,60,123000000,LANCAR,1
A90898,120,NEW,LAKI LAKI,34,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,12,6756420,0.191712475,120,70000000,LANCAR,1
A191939,48,NEW,LAKI LAKI,54,MENIKAH,2,Milik Sendiri,SMA,Semarang,Pegawai swasta,9,17110280,0.2552358,48,150000000,LANCAR,1
A106572,24,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,4293096,0.418927972,24,20000000,LANCAR,1
A75491,48,NEW,PEREMPUAN,52,MENIKAH,2,Milik Sendiri,S2/S3,Jakarta 4,Pegawai swasta,10,39346216,0.258983761,48,150000000,LANCAR,1
A252874,60,NEW,LAKI LAKI,58,MENIKAH,5,Rumah Dinas,S1,Jakarta 4,Pegawai swasta,2,9193582,0.294263542,60,45500000,MACET,0
A252847,60,NEW,LAKI LAKI,45,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,12,7744956,0.41645143,60,120000000,MACET,0
A89689,36,NEW,PEREMPUAN,26,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 4,Pegawai swasta,5,3062500,0.22320098,36,20000000,LANCAR,1
A184972,120,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,S1,Bandung,Pegawai swasta,1,5452379,0.399398318,120,130000000,LANCAR,1
A44608,60,NEW,LAKI LAKI,38,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,9,6391540,0.322966765,60,63000000,LANCAR,1
A29391,72,NEW,LAKI LAKI,54,MENIKAH,2,Milik Orang Tua,SMA,Palembang,Pegawai BUMN,20,7275328,0.313063961,72,105000000,LANCAR,1
A43824,24,NEW,LAKI LAKI,43,MENIKAH,2,Milik Sendiri,S2/S3,Jakarta 3,PNS,14,10457133,0.071785928,24,15000000,LANCAR,1
A195463,36,NEW,PEREMPUAN,50,TIDAK MENIKAH,0,Milik Sendiri,S1,Semarang,PNS,21,5662097,0.124183849,36,20000000,LANCAR,1
A255917,24,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,3749882,0.411098269,24,21500000,MACET,0
A79910,48,NEW,LAKI LAKI,52,MENIKAH,4,Milik Sendiri,SMA,Jakarta 4,Pegawai BUMN,23,5997032,0.248192439,48,41000000,LANCAR,1
A165586,60,NEW,LAKI LAKI,44,MENIKAH,3,Milik Sendiri,SMA,Bandung,Pegawai swasta,19,3281128,0.314564686,60,29000000,LANCAR,1
A600,24,NEW,LAKI LAKI,58,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,8,3759702,0.267506574,24,20000000,LANCAR,1
A119727,36,NEW,LAKI LAKI,38,MENIKAH,4,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,3,6855622,0.274774922,36,50000000,LANCAR,1
A320103,24,TOP,LAKI LAKI,36,MENIKAH,1,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,11,3166411,0.40378239,36,47900000,LANCAR,1
A281784,7,TOP,PEREMPUAN,36,MENIKAH,1,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai swasta,1,3178500,0.214383514,36,17800000,LANCAR,1
A14381,36,NEW,LAKI LAKI,43,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,10,2862244,0.394883176,36,22000000,LANCAR,1
A256852,36,NEW,LAKI LAKI,53,MENIKAH,1,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,7,4952000,0.380402464,36,20000000,MACET,0
A261891,84,NEW,LAKI LAKI,48,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,25,3454298.333,0.6,84,76000000,LANCAR,1
A113750,24,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,3713514,0.415124327,24,20000000,LANCAR,1
A250049,36,NEW,LAKI LAKI,37,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,13,2968478,0.380751348,36,23000000,MACET,0
A297519,12,TOP,LAKI LAKI,36,MENIKAH,3,Rumah Dinas,DIPLOMA,Balikpapan,Pegawai swasta,2,6037808,0.320520129,60,75000000,LANCAR,1
A249668,48,NEW,PEREMPUAN,41,MENIKAH,0,Sewa,DIPLOMA,Denpasar,Pegawai swasta,15,3177596,0.438525225,48,28500000,MACET,0
A239653,12,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Sendiri,S1,Denpasar,Pegawai swasta,1,3257520,0.428763906,12,10000000,LANCAR,1
A96921,60,NEW,LAKI LAKI,30,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,4,4516318,0.399932644,60,54000000,LANCAR,1
A222041,36,NEW,LAKI LAKI,45,CERAI,0,Milik Orang Tua,DIPLOMA,Surabaya,Pegawai swasta,17,2150480,0.33973578,36,17000000,LANCAR,1
A251313,60,NEW,LAKI LAKI,40,MENIKAH,1,Rumah Dinas,S1,Palembang,Pegawai swasta,7,12124000,0.223138898,60,53000000,MACET,0
A18057,48,NEW,PEREMPUAN,23,TIDAK MENIKAH,0,Milik Sendiri,SMA,Medan,Pegawai swasta,3,4068246,0.304462415,48,36000000,LANCAR,1
A251411,96,NEW,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,S1,Palembang,Pegawai swasta,8,3363396.667,0.6,96,87000000,MACET,0
A284633,6,TOP,LAKI LAKI,29,TIDAK MENIKAH,0,Sewa,S1,Jakarta 3,Pegawai swasta,1,3620383,0.452233921,48,60000000,LANCAR,1
A27511,36,NEW,LAKI LAKI,56,MENIKAH,2,Milik Sendiri,SMA,Palembang,Pegawai BUMN,25,5258628,0.512045157,36,75000000,LANCAR,1
A325084,14,TOP,LAKI LAKI,48,MENIKAH,2,Rumah Dinas,DIPLOMA,Jayapura,Pegawai swasta,4,7304129,0.386933336,24,64000000,LANCAR,1
A4439,36,NEW,LAKI LAKI,50,MENIKAH,5,Milik Sendiri,SMA,Medan,Pegawai BUMN,20,22607172,0.317616595,36,200000000,LANCAR,1
A7428,36,NEW,LAKI LAKI,33,TIDAK MENIKAH,0,Rumah Dinas,S1,Medan,Pegawai swasta,3,2503827,0.566802339,36,27000000,LANCAR,1
A250400,48,NEW,LAKI LAKI,28,MENIKAH,1,Milik Orang Tua,SMA,Medan,Pegawai swasta,1,3522635,0.30766713,48,25000000,MACET,0
A77143,36,NEW,LAKI LAKI,35,MENIKAH,2,Milik Orang Tua,DIPLOMA,Jakarta 4,Pegawai swasta,5,3573443,0.105430813,36,10000000,LANCAR,1
A209487,60,NEW,LAKI LAKI,37,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,8,2180350,0.355032908,60,30000000,LANCAR,1
A37383,60,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Palembang,Pegawai BUMN,3,4285435,0.586223102,60,100000000,LANCAR,1
A117233,18,NEW,LAKI LAKI,40,MENIKAH,2,Rumah Dinas,DIPLOMA,Balikpapan,Pegawai swasta,3,4245938,0.220808217,18,15000000,LANCAR,1
A296985,34,TOP,LAKI LAKI,42,MENIKAH,2,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,16,12582938,0.387693796,60,287500000,LANCAR,1
A125601,24,NEW,LAKI LAKI,45,MENIKAH,2,Rumah Dinas,DIPLOMA,Balikpapan,Pegawai swasta,3,10492058,0.236764036,24,50000000,LANCAR,1
A257531,60,NEW,LAKI LAKI,44,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,4,3533491,0.438147713,60,54000000,MACET,0
A270993,96,NEW,LAKI LAKI,37,MENIKAH,2,Sewa,S1,Palembang,Pegawai swasta,5,5539509,0.546448611,96,150000000,LANCAR,1
A257516,60,NEW,PEREMPUAN,54,MENIKAH,2,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,3,21000000,0.257651048,60,124000000,MACET,0
A268506,60,NEW,LAKI LAKI,38,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,19,2669271,0.376465709,60,40000000,LANCAR,1
A328942,16,TOP,LAKI LAKI,48,MENIKAH,1,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,18,5070288,0.344735644,96,101000000,LANCAR,1
A248962,48,NEW,LAKI LAKI,30,MENIKAH,1,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,6,3000000,0.361266333,48,27000000,MACET,0
A181590,72,NEW,LAKI LAKI,34,TIDAK MENIKAH,0,Milik Sendiri,SMA,Bandung,Pegawai swasta,12,2838065,0.386140557,72,52500000,LANCAR,1
A16774,60,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,1,3729520,0.290153693,60,30000000,LANCAR,1
A225286,36,NEW,LAKI LAKI,32,MENIKAH,3,Milik Orang Tua,S1,Surabaya,Pegawai swasta,3,3065550,0.297905433,36,25000000,LANCAR,1
A249073,96,NEW,LAKI LAKI,37,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,12,4277660,0.454014812,96,75000000,MACET,0
A259541,60,NEW,LAKI LAKI,35,MENIKAH,1,Milik Orang Tua,S1,Surabaya,Pegawai swasta,4,3613230,0.299492144,60,32519070,MACET,0
A75378,24,NEW,LAKI LAKI,31,MENIKAH,0,Sewa,SMA,Jakarta 4,Pegawai swasta,5,3000000,0.251167,24,13500000,LANCAR,1
A42794,54,NEW,LAKI LAKI,51,MENIKAH,4,Milik Orang Tua,S1,Palembang,Pegawai swasta,3,4480911.667,0.6,54,69000000,LANCAR,1
A160617,24,NEW,LAKI LAKI,26,MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,4,3435038,0.296193521,24,10000000,LANCAR,1
A113534,12,NEW,LAKI LAKI,28,MENIKAH,1,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,3593333,0.214504194,12,11000000,LANCAR,1
A205276,24,NEW,LAKI LAKI,48,MENIKAH,2,Sewa,SMA,Surabaya,Pegawai BUMN,13,3649750,0.27556545,24,20000000,LANCAR,1
A175854,36,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,4,2949373,0.255478368,36,20000000,LANCAR,1
A6190,60,NEW,LAKI LAKI,32,MENIKAH,1,Milik Orang Tua,SMA,Medan,Pegawai swasta,7,3829189,0.247276382,60,25000000,LANCAR,1
A258742,96,NEW,LAKI LAKI,43,MENIKAH,2,Milik Orang Tua,S1,Bandung,Pegawai swasta,11,3860593,0.479946734,96,60000000,MACET,0
A146477,114,NEW,LAKI LAKI,38,MENIKAH,3,Sewa,SMA,Jakarta 5,Pegawai swasta,11,5000000,0.2038006,114,85000000,LANCAR,1
A36387,36,NEW,LAKI LAKI,25,MENIKAH,2,Sewa,SMA,Palembang,Pegawai swasta,3,6078508,0.18594234,36,12000000,LANCAR,1
A132604,48,NEW,LAKI LAKI,55,MENIKAH,4,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,23,7737493,0.564414856,48,140000000,LANCAR,1
A328627,25,TOP,LAKI LAKI,34,MENIKAH,3,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,9,6052560,0.426607584,60,125000000,LANCAR,1
A155271,36,NEW,LAKI LAKI,33,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,3,4100000,0.267290732,36,26000000,LANCAR,1
A92613,60,NEW,LAKI LAKI,40,MENIKAH,4,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,19,10000000,0.2705336,60,90000000,LANCAR,1
A244305,36,NEW,LAKI LAKI,40,MENIKAH,1,Rumah Dinas,S1,Jayapura,Pegawai swasta,15,9346987,0.384103134,36,100000000,LANCAR,1
A248906,60,NEW,LAKI LAKI,45,MENIKAH,4,Milik Orang Tua,SMA,Palembang,Pegawai swasta,1,2595733,0.590463272,60,30000000,MACET,0
A6191,60,NEW,PEREMPUAN,37,MENIKAH,3,Milik Sendiri,SD,Medan,Pegawai swasta,4,2603739,0.415607709,60,23000000,LANCAR,1
A250553,48,NEW,LAKI LAKI,52,MENIKAH,4,Milik Sendiri,SMA,Medan,Pegawai swasta,25,3881916.667,0.6,48,25000000,MACET,0
A30421,36,NEW,LAKI LAKI,39,MENIKAH,2,Milik Sendiri,S1,Palembang,PNS,6,3494017,0.102753078,36,10000000,LANCAR,1
A254550,24,NEW,LAKI LAKI,32,MENIKAH,1,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,4076065,0.504267228,24,23000000,MACET,0
A13584,60,NEW,LAKI LAKI,38,MENIKAH,1,Milik Orang Tua,S1,Medan,Pegawai swasta,7,10769683,0.047918216,60,20000000,LANCAR,1
A252409,48,NEW,LAKI LAKI,49,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,9,14606573.33,0.3,48,144000000,MACET,0
A288462,11,TOP,LAKI LAKI,32,MENIKAH,2,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,3,2984933,0.259349875,36,26500000,LANCAR,1
A13191,24,NEW,PEREMPUAN,36,TIDAK MENIKAH,0,Milik Sendiri,SMA,Medan,Pegawai swasta,10,3482668,0.221320264,24,15000000,LANCAR,1
A25029,24,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Rumah Dinas,S1,Medan,Pegawai BUMN,3,8766270,0.283375027,24,50000000,LANCAR,1
A228505,60,NEW,PEREMPUAN,41,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai BUMN,16,5264479,0.486184483,60,110000000,LANCAR,1
A255606,24,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Rumah Dinas,S1,Balikpapan,Pegawai swasta,4,5919867,0.456992699,24,33000000,MACET,0
A147206,60,NEW,PEREMPUAN,36,MENIKAH,1,Sewa,SMA,Jakarta 5,Pegawai swasta,10,3020836,0.269590603,60,27000000,LANCAR,1
A247289,96,NEW,LAKI LAKI,42,MENIKAH,2,Rumah Dinas,S1,Jayapura,Pegawai BUMN,15,19081556,0.331819323,96,350000000,LANCAR,1
A311463,16,TOP,LAKI LAKI,46,MENIKAH,1,Milik Sendiri,SMA,Semarang,Pegawai swasta,2,2141068.333,0.6,60,48300000,LANCAR,1
A224700,36,NEW,LAKI LAKI,47,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,25,3044145,0.6,36,28000000,LANCAR,1
A255209,24,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Balikpapan,Pegawai swasta,1,3940000,0.456471574,24,23000000,MACET,0
A211032,48,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,2,2509832,0.593034912,48,50000000,LANCAR,1
A2759,96,NEW,LAKI LAKI,34,MENIKAH,1,Sewa,DIPLOMA,Medan,PNS,10,6370533,0.581702818,96,200000000,LANCAR,1
A108892,24,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,3,4580552,0.336546774,24,25000000,LANCAR,1
A60315,108,NEW,LAKI LAKI,46,MENIKAH,4,Milik Sendiri,S1,Jakarta 3,Pegawai BUMN,20,17349608,0.261334262,108,250000000,LANCAR,1
A251131,48,NEW,LAKI LAKI,39,MENIKAH,4,Milik Sendiri,SMA,Medan,Pegawai swasta,2,4818976,0.308866033,48,50000000,MACET,0
A124413,36,NEW,LAKI LAKI,29,MENIKAH,2,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,3,4933167,0.363884499,36,40000000,LANCAR,1
A20109,60,NEW,LAKI LAKI,39,MENIKAH,3,Milik Orang Tua,SMA,Medan,Pegawai swasta,16,2711900,0.349152992,60,24400000,LANCAR,1
A139817,36,NEW,LAKI LAKI,53,MENIKAH,3,Sewa,S1,Jakarta 5,Pegawai swasta,4,6549403,0.390429784,36,40000000,LANCAR,1
A250276,60,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,4,3805999,0.355404192,60,34000000,MACET,0
A258132,36,NEW,PEREMPUAN,33,TIDAK MENIKAH,0,Sewa,S1,Bandung,Pegawai swasta,6,4331770,0.337319387,36,40000000,MACET,0
A259365,96,NEW,LAKI LAKI,43,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,19,2776494,0.436097827,96,60000000,MACET,0
A149196,36,NEW,PEREMPUAN,30,MENIKAH,2,Sewa,SMA,Jakarta 5,Pegawai swasta,2,2688400,0.127129891,36,8000000,LANCAR,1
A248312,120,NEW,LAKI LAKI,40,TIDAK MENIKAH,0,Milik Orang Tua,S1,Balikpapan,Pegawai swasta,15,12656803,0.489401391,120,350000000,MACET,0
A208677,24,NEW,LAKI LAKI,36,MENIKAH,2,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,4,3204295,0.235405604,24,15000000,LANCAR,1
A197248,30,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Sewa,S1,Semarang,Pegawai swasta,1,2975760,0.434810939,30,20000000,LANCAR,1
A204469,24,NEW,LAKI LAKI,42,MENIKAH,3,Milik Sendiri,S1,Surabaya,Pegawai swasta,17,4437302,0.23160763,24,20000000,LANCAR,1
A256752,24,NEW,LAKI LAKI,35,MENIKAH,1,Milik Orang Tua,SD,Balikpapan,Pegawai swasta,3,4494600,0.502937748,24,25000000,MACET,0
A122476,24,NEW,LAKI LAKI,47,MENIKAH,1,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,4,17946836,0.054166094,24,20000000,LANCAR,1
A258491,60,NEW,LAKI LAKI,36,MENIKAH,1,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,4,3600000,0.263018889,60,20000000,MACET,0
A254249,24,NEW,LAKI LAKI,35,MENIKAH,3,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,6465565,0.359199389,24,30000000,MACET,0
A254529,36,NEW,LAKI LAKI,33,MENIKAH,3,Sewa,SMA,Balikpapan,Pegawai swasta,1,4709383.333,0.6,36,35000000,MACET,0
A257683,60,NEW,LAKI LAKI,39,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,2,3440943,0.39310968,60,30000000,MACET,0
A72846,72,NEW,LAKI LAKI,53,MENIKAH,3,Milik Sendiri,S1,Jakarta 4,Pegawai BUMN,23,15488379,0.210078537,72,136000000,LANCAR,1
A272556,36,NEW,PEREMPUAN,47,MENIKAH,3,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,20,3765583,0.300153256,36,27000000,LANCAR,1
A136198,60,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Sewa,S1,Jakarta 5,Pegawai swasta,1,9694393,0.279061928,60,85000000,LANCAR,1
A257444,24,NEW,LAKI LAKI,41,MENIKAH,5,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,2,16757867,0.100325895,24,30000000,MACET,0
A279472,14,TOP,LAKI LAKI,41,MENIKAH,3,Sewa,DIPLOMA,Palembang,Pegawai BUMN,12,4358767,0.462983683,96,106000000,LANCAR,1
A245977,84,NEW,LAKI LAKI,49,MENIKAH,4,Rumah Dinas,S1,Jayapura,Pegawai swasta,13,20269796,0.244971188,84,200000000,LANCAR,1
A183011,60,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,2,2550197,0.404724419,60,39000000,LANCAR,1
A171139,120,NEW,LAKI LAKI,37,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,14,6915863,0.511805251,120,200000000,LANCAR,1
A125348,24,NEW,LAKI LAKI,39,MENIKAH,4,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,6,4781950,0.157571911,24,20000000,LANCAR,1
A252907,36,NEW,LAKI LAKI,42,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,1,3762042,0.093451907,36,10000000,MACET,0
A252119,60,NEW,LAKI LAKI,41,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,7,2689281,0.352089648,60,24000000,MACET,0
A254019,24,NEW,LAKI LAKI,38,TIDAK MENIKAH,0,Sewa,SMP,Balikpapan,Pegawai swasta,1,2888723,0.355767237,24,15000000,MACET,0
A258545,96,NEW,PEREMPUAN,36,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,3,2616892,0.593718426,96,30000000,MACET,0
A105148,36,NEW,LAKI LAKI,34,MENIKAH,2,Milik Sendiri,S1,Balikpapan,Pegawai swasta,5,10026698,0.350634177,36,50000000,LANCAR,1
A158641,60,NEW,LAKI LAKI,33,MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,11,7056000,0.345068311,60,63500000,LANCAR,1
A255663,24,NEW,LAKI LAKI,54,MENIKAH,4,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,5,9794953,0.153855052,24,40000000,MACET,0
A249753,60,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Sendiri,SMA,Medan,Pegawai swasta,1,3088131.667,0.6,60,39000000,MACET,0
A252528,48,NEW,LAKI LAKI,50,MENIKAH,4,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,25,10810573,0.405341326,48,144000000,MACET,0
A289599,19,TOP,LAKI LAKI,40,MENIKAH,3,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,2,7041703,0.43167924,120,233500000,LANCAR,1
A306779,6,TOP,LAKI LAKI,29,TIDAK MENIKAH,0,Sewa,S1,Bandung,Pegawai swasta,1,14230979,0.353063763,60,212000000,LANCAR,1
A250716,48,NEW,LAKI LAKI,29,MENIKAH,1,Milik Sendiri,SMP,Medan,Pegawai swasta,6,4580177,0.304236277,48,41000000,MACET,0
A11324,48,NEW,LAKI LAKI,42,MENIKAH,3,Rumah Dinas,S1,Medan,Pegawai swasta,7,4603791,0.364309978,48,50000000,LANCAR,1
A63923,120,NEW,LAKI LAKI,31,MENIKAH,1,Sewa,S1,Jakarta 3,Pegawai swasta,3,14841600,0.226863276,120,201000000,LANCAR,1
A255723,24,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,6793108,0.277303555,24,30000000,MACET,0
A194418,36,NEW,LAKI LAKI,54,MENIKAH,2,Rumah Dinas,SMA,Semarang,PNS,10,4214233,0.346727388,36,40000000,LANCAR,1
A136922,60,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 5,Pegawai swasta,3,4522311,0.416637865,60,58000000,LANCAR,1
A219129,60,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,3,3106571.667,0.6,60,40000000,LANCAR,1
A260525,96,NEW,LAKI LAKI,41,MENIKAH,1,Milik Sendiri,SMA,Denpasar,Pegawai swasta,7,6444773,0.460001617,96,160000000,MACET,0
A288441,6,TOP,PEREMPUAN,50,MENIKAH,0,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,20,3370931,0.276225767,24,24700000,LANCAR,1
A255434,24,NEW,LAKI LAKI,32,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,5225264,0.367421244,24,30000000,MACET,0
A54818,24,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,2,4281487,0.411084513,24,35000000,LANCAR,1
A4104,24,NEW,PEREMPUAN,33,TIDAK MENIKAH,0,Sewa,S1,Medan,Pegawai swasta,4,2736562,0.18777466,24,10000000,LANCAR,1
A75879,60,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 4,Pegawai swasta,6,3176057,0.425895379,60,28000000,LANCAR,1
A249567,72,NEW,LAKI LAKI,36,MENIKAH,2,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,12,2465390,0.471199688,72,50000000,MACET,0
A249289,96,NEW,LAKI LAKI,46,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,13,5848600,0.498099032,96,150000000,MACET,0
A203335,72,NEW,PEREMPUAN,50,MENIKAH,1,Milik Sendiri,SMA,Surabaya,PNS,25,4074327,0.53240302,72,100000000,LANCAR,1
A256639,24,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,5,4407025,0.40809798,24,25000000,MACET,0
A16722,48,NEW,LAKI LAKI,46,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,3,2987122,0.310991985,48,25000000,LANCAR,1
A266027,60,NEW,PEREMPUAN,41,MENIKAH,3,Sewa,SMA,Jakarta 5,Pegawai swasta,16,3034492,0.240712778,60,20000000,LANCAR,1
A164413,36,NEW,LAKI LAKI,46,MENIKAH,1,Milik Orang Tua,SMA,Bandung,Pegawai swasta,5,3040665,0.3097602,36,20000000,LANCAR,1
A20474,36,NEW,PEREMPUAN,24,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Medan,Pegawai swasta,2,2179323,0.419049402,36,23000000,LANCAR,1
A258229,36,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,2,2857667,0.395515643,36,15000000,MACET,0
A86633,96,NEW,PEREMPUAN,28,MENIKAH,0,Milik Sendiri,DIPLOMA,Jakarta 4,Pegawai swasta,2,4200000,0.463515714,96,75000000,LANCAR,1
A233429,60,NEW,LAKI LAKI,46,MENIKAH,4,Milik Sendiri,SMP,Makassar,Pegawai BUMN,19,3972279,0.379463024,60,50000000,LANCAR,1
A173214,120,NEW,LAKI LAKI,31,MENIKAH,2,Milik Orang Tua,SMA,Bandung,Pegawai swasta,5,7506560,0.235765517,120,100000000,LANCAR,1
A328082,20,TOP,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,3,3965790,0.195193391,72,80000000,LANCAR,1
