age,new.cust,cust.relation,income,payroll,product
40,0,A,183576.33,0,e-account
39,0,A,138970.68,1,pension
34,0,I,83525.16,0,none
26,0,I,67794.54,0,none
23,0,I,40873.98,0,none
44,0,A,66456.84,0,none
33,0,A,77793.03,1,direct debit
34,0,I,402620.16,0,none
41,0,A,292110.15,0,none
50,0,A,66009.12,1,pension
46,0,I,118532.73,0,none
56,0,A,214992.39,0,none
51,0,A,161505.09,0,none
63,0,I,492711.6,0,none
34,0,A,136617.27,0,e-account
50,0,A,110698.83,1,e-account
24,0,A,142602.54,0,none
37,0,I,95839.71,0,none
23,0,I,103572.09,0,none
69,0,A,44119.53,0,none
46,0,A,57270.69,1,direct debit
56,0,A,266518.38,1,e-account
43,0,A,153655.23,0,e-account
52,0,A,315761.85,0,direct debit
79,0,A,227395.56,0,e-account
68,0,I,80791.77,0,none
46,0,A,113548.95,0,none
21,0,A,135376.26,0,none
44,0,I,185687.13,0,e-account
23,0,I,31330.62,0,none
42,0,I,42477.21,0,none
25,0,A,51581.25,0,none
45,0,A,51451.65,0,none
54,0,I,122635.29,0,none
53,0,A,95839.17,1,direct debit
47,0,A,92009.16,1,pension
49,0,I,80921.1,0,none
56,0,I,187089.81,0,none
42,0,A,74526.12,0,none
45,0,I,175771.02,0,none
28,0,I,30063.27,0,none
72,0,I,193356.39,0,none
20,0,A,58540.38,0,none
68,0,I,263959.68,0,none
26,0,I,70946.13,0,none
32,0,A,36011.58,0,e-account
40,0,I,68209.35,0,none
41,0,I,61049.85,0,none
27,0,I,62616,0,none
19,0,I,162478.11,0,none
46,0,A,122178.45,0,e-account
44,0,A,64143.33,0,none
40,0,A,109262.85,1,direct debit
30,0,I,62225.31,0,none
55,0,I,101919.09,0,none
25,0,I,77904.63,0,none
43,0,A,82089.15,0,none
47,0,I,119789.79,0,none
23,0,I,32722.32,0,none
72,0,A,128658.12,0,none
23,0,I,64683.45,0,none
49,0,A,75426.15,1,e-account
39,0,I,128038.62,0,none
72,0,A,235990.62,1,pension
21,0,I,134666.01,0,none
32,0,A,85730.46,1,direct debit
77,0,A,248434.02,0,none
36,0,A,69158.88,0,none
41,0,I,72706.11,0,none
45,0,A,234258.75,1,direct debit
41,0,I,108465.51,0,none
22,0,A,83376.24,0,none
40,0,A,41561.82,0,none
35,0,I,74195.85,0,none
59,0,A,170141.22,0,none
58,0,I,137052.03,0,none
42,0,I,199875.12,0,none
37,0,A,70331.55,0,none
38,0,A,239564.91,0,none
47,0,A,123826.02,0,direct debit
76,0,I,60672.27,0,none
64,0,A,85996.83,1,direct debit
100,0,I,144446.13,0,none
5,0,A,171603.51,0,none
43,0,A,53899.71,0,direct debit
27,0,I,57375,0,none
23,0,I,113307.81,0,none
26,0,I,230665.14,0,none
20,0,A,92949.93,0,none
79,0,A,198326.01,0,none
50,0,A,101698.26,1,direct debit
23,0,I,80873.34,0,none
28,0,I,145260.12,0,none
39,0,I,61895.22,0,none
22,0,I,29314.65,0,none
30,0,A,59356.92,0,direct debit
47,0,A,338470.92,1,pension
37,0,A,72458.37,0,none
26,0,I,75963.24,0,none
23,0,I,49202.46,0,none
23,0,I,71307.3,0,none
40,0,A,89959.32,0,none
22,0,I,30957.6,0,none
87,0,A,167675.85,0,none
23,0,I,107352.66,0,none
63,0,A,66166.56,1,pension
48,0,A,63982.02,0,none
46,0,A,124422.3,1,e-account
32,0,A,117530.25,0,none
25,0,I,68155.5,0,none
44,0,A,58109.49,0,direct debit
76,0,A,103543.11,1,pension
35,1,A,91473.48,0,none
42,0,I,64226.79,0,none
38,0,I,95678.97,0,none
49,0,A,120810.18,1,direct debit
21,0,A,80291.01,0,none
36,0,A,121770.99,0,direct debit
88,0,A,67799.79,0,none
23,0,I,33868.8,0,none
57,0,I,184524.42,0,none
25,0,I,55205.49,0,none
23,0,I,45090.33,0,none
22,0,I,110083.47,0,none
41,0,I,109250.7,0,none
47,0,A,106457.67,0,e-account
94,0,I,167158.47,0,none
44,0,I,96116.37,0,none
22,0,A,45043.05,0,none
42,0,A,324371.88,1,pension
23,0,I,124719.03,0,none
78,0,A,185933.1,0,none
29,0,A,129669.39,0,direct debit
34,0,I,82723.71,0,none
52,0,A,176498.76,0,direct debit
62,0,A,1076743.98,0,direct debit
37,0,A,714648.06,0,none
28,0,I,108949.92,0,none
40,0,A,101523.03,0,none
21,0,I,13357.41,0,none
47,0,A,64295.52,0,none
39,0,A,107427.15,0,direct debit
44,0,A,130263.33,1,pension
22,0,I,63905.94,0,none
25,0,I,174529.53,0,none
80,0,I,44352.12,0,none
59,0,A,126485.04,0,none
25,0,I,89059.53,0,none
41,0,A,137977.11,1,direct debit
25,0,I,61135.08,0,none
48,0,A,104600.13,0,none
21,0,I,157201.53,0,none
30,0,I,127505.7,0,none
85,0,I,80505.39,0,none
37,0,A,84250.56,0,none
31,0,A,49753.47,0,none
60,0,I,96405.24,0,none
31,0,I,76895.34,0,none
83,1,P,114668.19,0,none
26,0,A,52724.79,0,none
21,0,I,67255.14,0,none
58,0,A,314837.88,1,e-account
31,0,I,85997.19,0,none
23,0,I,142558.11,0,none
50,0,A,117184.05,1,e-account
22,0,I,145197.33,0,none
47,0,A,114378.39,0,e-account
54,0,A,64558.38,1,direct debit
48,0,A,116286.78,1,e-account
22,0,I,319936.38,0,none
38,0,I,72997.92,0,none
39,0,A,101097.78,1,pension
30,0,I,107844.9,0,none
23,0,I,48348.24,0,none
25,0,I,91108.44,0,none
24,0,A,168473.04,1,direct debit
41,0,A,128216.37,0,direct debit
45,0,A,104017.59,0,none
68,0,I,166944.66,0,none
39,0,A,158971.8,1,e-account
71,0,A,256999.98,0,e-account
25,0,I,55799.19,0,none
27,0,A,81120.21,0,direct debit
23,0,A,61638.06,0,none
50,0,I,72911.55,0,none
26,0,A,113105.16,0,none
75,0,A,70543.89,0,e-account
24,0,I,144774.03,0,none
47,0,A,121685.43,0,none
24,0,I,60376.62,0,none
33,0,I,78599.7,0,none
22,0,I,22701,0,none
52,0,A,1110444.84,0,none
24,0,I,53667.96,0,none
41,0,I,339937.35,0,none
41,0,A,108636.66,0,e-account
44,0,A,54455.58,1,direct debit
29,0,I,35364.12,0,none
46,0,A,145534.77,1,pension
44,0,A,402356.91,0,none
52,0,I,68653.83,0,none
27,1,A,118059.06,0,none
43,0,A,139790.64,0,none
23,1,I,34344.39,0,none
21,0,A,93768.51,0,none
43,0,A,78489.69,1,e-account
58,0,A,314837.88,1,pension
46,0,I,108550.14,0,none
40,0,I,47636.19,0,none
20,1,A,77518.5,0,none
38,0,A,74204.4,1,pension
29,0,I,54313.86,0,none
48,0,I,68924.4,0,none
66,0,I,197699.76,0,none
51,0,A,105553.53,0,none
45,0,A,68685.84,0,none
49,0,A,133771.35,0,none
48,0,A,325364.94,0,direct debit
28,0,I,246700.38,0,none
27,0,I,87641.28,0,none
43,0,A,253477.11,0,none
46,0,A,362419.98,0,none
54,0,A,159538.23,0,none
58,0,A,197468.85,0,none
67,0,A,157736.52,0,e-account
59,0,A,99213.18,0,none
44,0,A,73211.4,0,direct debit
26,1,A,55260.87,0,none
29,0,A,100076.25,0,none
57,0,A,100295.67,0,none
23,0,I,177839.7,0,none
39,0,A,91398.75,0,direct debit
23,0,A,112751.37,0,none
24,0,I,67405.14,0,none
40,0,A,125106.06,0,none
45,0,A,169885.32,0,none
56,0,A,59005.11,0,none
51,0,A,156855.84,1,direct debit
54,0,A,147016.59,0,e-account
57,0,A,185861.61,0,none
43,0,I,73577.19,0,none
27,0,A,64412.28,1,e-account
22,0,I,78469.17,0,none
44,0,A,75211.89,1,e-account
21,0,I,52341.99,0,none
38,0,A,104993.46,0,none
79,0,A,337737.45,0,none
39,0,A,191556.69,0,direct debit
42,0,I,98032.14,0,none
51,0,A,85690.5,1,pension
39,0,A,104927.94,1,pension
40,0,I,89108.94,0,none
47,0,I,114164.94,0,none
26,0,I,20263.35,0,none
26,0,I,64820.34,0,none
61,0,A,408778.14,0,none
23,0,I,120755.1,0,none
48,0,I,155677.86,0,none
21,0,A,90563.49,0,direct debit
36,0,I,62443.62,0,none
22,0,I,72627.66,0,none
21,0,I,56711.16,0,none
41,0,A,92293.44,0,direct debit
28,0,A,100385.94,1,pension
20,1,I,78530.1,0,none
25,0,A,45863.73,0,none
43,0,I,260135.82,0,none
38,0,A,224954.31,0,e-account
82,0,A,25478.13,1,none
45,0,I,153156.6,0,none
35,0,I,100278.93,0,none
61,0,A,145952.49,0,e-account
25,0,I,123852.54,0,none
40,0,A,95999.61,0,e-account
54,0,A,229609.23,0,none
61,0,I,170691.33,0,none
52,0,A,70669.38,0,none
77,0,A,61294.17,0,none
83,0,I,105558.09,0,none
67,0,A,144508.71,0,none
22,0,I,64342.62,0,none
33,0,I,119452.77,0,none
37,0,I,71452.62,0,none
41,0,I,105480.84,0,none
80,0,I,56506.38,0,none
44,0,I,54563.28,0,none
76,0,I,96333.42,0,e-account
43,0,I,39511.8,0,none
62,0,A,60887.64,0,direct debit
39,0,A,178359.87,0,e-account
24,0,I,46339.8,0,none
55,0,I,351907.08,0,none
47,0,I,142876.8,0,none
22,0,A,139119.27,0,none
23,0,I,140968.11,0,none
24,0,I,316638.24,0,none
49,0,I,338898.75,0,none
44,0,I,210302.94,0,none
55,0,A,99129.36,1,direct debit
40,0,A,108377.82,0,e-account
33,0,I,76895.82,0,none
43,0,A,78489.69,1,pension
34,0,I,53399.22,0,none
45,0,A,65366.46,0,none
84,0,I,73857.57,0,none
69,0,I,20757.63,0,none
48,0,I,195950.25,0,none
22,0,I,41507.34,0,none
44,0,A,122686.26,1,direct debit
21,0,I,100466.73,0,none
40,0,A,192217.05,0,direct debit
47,0,A,203480.31,1,pension
34,0,A,58228.53,0,none
27,0,A,54401.4,0,none
63,0,A,455355.57,0,none
57,0,A,156515.52,1,direct debit
22,0,I,80465.76,0,none
67,0,A,136604.91,0,e-account
25,0,I,72747.36,0,none
20,0,A,79689.39,0,none
43,0,A,65949.84,1,direct debit
29,0,I,41600.58,0,none
34,1,A,61111.41,0,none
38,0,I,88197.12,0,none
65,0,I,478445.13,0,none
25,0,I,69131.49,0,none
54,0,A,87393.9,1,e-account
23,0,I,49400.58,0,none
34,0,I,60917.37,0,none
24,0,I,268477.47,0,none
22,0,I,150258.09,0,none
69,0,I,198908.58,0,none
49,0,A,98964.39,0,direct debit
20,0,A,156299.25,0,e-account
52,0,A,103186.11,0,direct debit
95,0,I,41587.35,0,none
42,0,A,129277.53,1,direct debit
36,0,A,221509.14,0,direct debit
87,0,A,306169.53,0,none
24,0,I,79274.31,0,none
50,0,A,82870.2,0,none
52,0,A,114900.57,0,none
48,0,A,176019.6,1,direct debit
20,1,I,29030.55,0,none
35,0,I,69470.1,0,none
37,0,A,88927.2,1,pension
35,0,A,175892.61,0,none
38,0,I,37683.36,0,none
23,0,I,48966.78,0,none
79,0,A,209987.61,1,e-account
50,0,A,106990.74,1,direct debit
25,0,A,158210.49,1,e-account
79,0,A,46415.43,0,none
65,0,A,224750.58,0,none
21,0,I,47610.78,0,none
22,0,I,85194.63,0,none
38,0,A,87100.41,0,direct debit
40,0,I,103676.43,0,none
62,0,A,164224.62,0,e-account
77,0,I,127427.28,0,none
34,0,A,228470.1,1,direct debit
26,0,I,158909.16,0,none
23,0,I,64341.06,0,none
45,0,I,96931.98,0,none
24,0,I,91611.27,0,none
35,0,A,84839.16,0,none
96,0,I,189606.09,0,none
59,0,A,176197.92,1,e-account
55,0,A,151770.81,0,none
31,0,I,64829.19,0,none
43,0,I,125610.66,0,none
57,0,A,160159.47,1,pension
41,0,I,98462.37,0,none
105,0,I,328308.03,0,none
55,0,A,157546.08,1,e-account
42,0,I,99708.72,0,none
49,0,A,82676.19,1,pension
22,0,I,24069.09,0,none
21,0,I,67846.26,0,none
24,0,I,81307.11,0,none
58,0,I,49278.57,0,none
32,0,A,112578.24,1,direct debit
28,1,A,84830.4,0,none
51,0,I,81525.93,0,none
49,0,I,50269.11,0,none
64,0,I,125901.36,0,none
37,0,A,194366.73,0,none
22,0,I,37795.71,0,none
42,0,A,94575.9,0,e-account
24,0,I,113429.64,0,none
73,0,A,355451.28,0,e-account
48,0,A,92441.85,1,pension
66,0,A,82326.66,0,e-account
62,0,I,106486.92,0,none
27,0,A,125207.34,0,direct debit
29,0,I,120676.65,0,none
75,0,A,172426.11,0,none
64,0,A,177305.76,1,direct debit
31,0,I,197860.2,0,none
25,0,A,315029.67,0,none
26,0,A,94504.59,0,none
22,0,A,153028.83,0,none
24,0,I,98748.99,0,none
44,0,A,169999.2,0,none
30,0,I,72025.14,0,none
27,0,A,71775,0,none
62,0,I,160745.25,0,none
31,0,A,192137.85,0,direct debit
25,0,A,99433.62,0,none
52,0,A,208180.35,1,e-account
64,1,A,160745.25,0,none
81,0,A,40725,0,none
44,0,I,63271.32,0,none
69,0,A,71302.53,0,none
37,0,A,64180.98,0,none
42,0,A,183941.82,0,none
42,0,A,129277.53,1,pension
30,0,I,129959.91,0,none
22,0,I,75404.49,0,none
44,0,A,294148.89,0,direct debit
27,0,A,127013.91,0,none
66,0,A,113258.22,0,e-account
56,0,A,91552.5,0,none
41,0,A,108604.98,0,none
26,0,I,40193.13,0,none
58,0,I,61053.3,0,none
24,0,A,160140.72,0,none
39,0,A,90695.73,0,direct debit
59,0,A,225731.34,0,none
57,0,A,201919.62,0,none
36,0,A,89170.71,0,none
24,0,I,48541.17,0,none
42,0,I,153044.61,0,none
23,0,I,77307,0,none
51,0,A,167338.71,0,none
55,0,I,78053.52,0,none
55,0,A,115278.06,0,none
26,0,I,126456.15,0,none
70,0,A,52798.62,0,none
52,0,A,121120.41,0,e-account
14,0,A,133394.22,0,none
32,0,I,57549.9,0,none
49,0,A,82676.19,1,direct debit
21,0,I,107144.04,0,none
82,0,A,272739.6,0,none
47,0,A,203480.31,1,direct debit
29,0,A,56234.01,1,direct debit
24,0,I,104054.88,0,none
51,0,A,152563.8,0,none
34,0,A,85090.74,0,none
24,0,I,155677.5,0,none
33,0,I,80081.1,0,none
29,0,I,59394.63,0,none
30,0,A,74719.98,0,none
46,0,A,54824.94,0,none
41,0,A,108636.66,0,direct debit
46,0,I,76470.51,0,none
59,0,A,73685.22,0,e-account
37,0,I,116532.84,0,none
22,0,I,360878.16,0,none
32,0,A,74252.52,0,e-account
33,0,A,248042.04,0,direct debit
63,0,I,114902.16,0,none
62,0,A,78603.96,0,none
49,0,I,60555.21,0,none
25,0,I,122910.12,0,none
22,0,I,148452.78,0,none
49,0,I,216325.86,0,none
35,0,A,81580.29,0,direct debit
57,0,A,130416.69,0,none
37,0,I,46314.99,0,none
46,0,A,57270.69,1,pension
22,0,A,61484.58,0,none
46,0,A,191885.16,0,e-account
23,0,I,54190.26,0,none
41,0,A,166907.22,0,e-account
47,0,I,130087.23,0,none
23,0,I,203433.09,0,none
50,0,I,155908.92,0,none
48,0,A,73586.34,0,e-account
42,0,A,27334.08,1,direct debit
45,0,A,157724.37,1,pension
44,0,A,138086.79,0,direct debit
40,0,I,96922.17,0,none
45,0,I,142258.56,0,none
42,0,A,132505.65,0,direct debit
48,0,A,38872.2,0,pension
47,0,A,220977.03,1,direct debit
38,0,A,220563.15,0,none
44,0,A,116988.84,0,direct debit
56,0,A,39765.72,0,none
79,0,A,96190.38,0,none
53,0,A,129796.74,0,none
23,0,A,57868.77,0,none
20,1,A,152254.77,0,none
24,0,I,63673.53,0,none
21,0,I,134098.68,0,none
71,0,A,198449.85,1,pension
22,0,I,45550.59,0,none
26,0,I,31072.53,0,none
32,0,I,153311.55,0,none
46,0,I,374623.38,0,none
53,1,A,108021.57,0,none
41,0,A,55325.55,0,direct debit
21,0,I,119282.58,0,none
45,0,A,115344.75,1,direct debit
24,0,I,109600.83,0,none
45,0,I,59640.99,0,none
61,0,I,257365.86,0,none
47,0,A,393536.67,0,none
42,0,A,47619.48,1,direct debit
21,0,I,67088.31,1,none
22,0,I,155077.62,0,none
44,0,A,84663.72,0,direct debit
24,0,I,149058.18,0,none
45,0,I,43887.24,0,none
99,0,A,94860.54,0,none
43,0,I,117669.54,0,none
35,0,I,164698.68,0,none
82,0,A,81779.4,0,none
35,0,I,63900.6,0,none
55,0,I,83978.58,0,none
39,0,I,36296.4,0,none
55,0,A,109919.91,0,none
21,0,A,79403.31,0,none
40,0,I,100417.65,0,none
45,0,A,137488.83,0,none
25,0,I,110332.53,0,none
22,0,I,148657.56,0,none
53,0,A,98389.71,0,none
51,0,A,147694.92,1,direct debit
29,0,A,240841.5,1,direct debit
23,0,I,88415.76,0,none
51,0,I,109898.28,0,none
22,0,A,51290.37,0,none
47,0,I,80626.26,0,none
76,0,I,184815.84,0,none
46,0,I,77932.71,0,none
34,0,A,40267.02,0,none
31,0,I,54367.95,0,none
38,0,A,160204.41,0,none
24,0,I,69310.11,0,none
48,0,I,105274.56,0,none
44,0,A,171936.75,0,none
16,0,A,104186.13,0,none
36,0,A,78380.34,0,none
46,0,I,192767.52,0,none
49,0,A,198565.5,0,none
58,0,A,187725.12,0,e-account
22,0,I,60024.54,0,none
26,0,I,29881.2,0,none
53,0,A,112535.88,1,direct debit
49,0,A,131479.5,0,direct debit
31,0,I,57887.22,0,none
58,0,A,135697.41,0,e-account
38,0,A,63754.83,0,direct debit
67,0,I,122971.65,0,none
47,0,I,123089.49,0,none
43,0,A,165203.85,1,pension
24,0,I,1018762.08,0,none
46,0,A,246121.35,0,direct debit
50,0,I,86668.35,0,none
66,0,I,210434.79,0,none
66,0,A,149811.72,0,e-account
50,0,I,54699.36,0,none
24,0,A,82680.6,1,pension
53,0,A,183055.95,0,none
38,0,I,72212.58,0,none
40,0,A,90328.47,1,e-account
22,0,I,82594.74,0,none
65,0,A,164323.53,0,none
42,0,I,105023.7,0,none
20,0,I,109975.65,0,none
46,0,A,156280.44,1,pension
45,0,A,388444.41,0,none
60,0,I,62484.66,0,none
36,0,A,23319.48,0,direct debit
34,0,A,75452.01,1,pension
41,0,A,74701.05,0,none
58,0,A,86128.17,0,e-account
48,0,I,59236.38,0,none
41,0,I,167716.89,0,none
41,0,A,444235.5,0,direct debit
41,0,I,230852.16,0,none
22,0,A,199323.21,0,none
50,0,A,110698.83,1,pension
62,0,A,43628.37,0,none
30,0,I,176821.08,0,none
29,0,I,175101.78,0,none
40,0,A,47530.05,0,none
22,0,I,54980.28,0,none
23,0,I,49150.08,0,none
21,0,I,119223.39,0,none
75,0,I,80048.19,0,none
64,0,A,279533.61,0,none
28,0,I,150533.55,0,none
47,0,A,156549.63,1,direct debit
39,0,I,49430.1,0,none
48,0,A,159087.15,0,none
44,0,A,42205.35,0,e-account
27,0,I,35543.82,0,none
21,0,A,136744.41,0,none
29,0,I,53070.51,0,none
29,0,A,35993.82,0,direct debit
61,0,I,214868.61,0,none
52,0,A,97198.71,1,pension
35,0,I,88224.75,0,none
22,0,I,40820.01,0,none
62,0,A,148135.44,0,none
53,0,A,90474.9,1,direct debit
26,0,I,25025.07,0,none
45,0,I,129466.59,0,none
43,0,A,91225.65,0,none
58,0,A,199959.36,1,direct debit
27,0,I,223062.99,0,none
47,0,I,68446.71,0,none
62,0,I,216514.98,0,none
24,0,I,41618.7,0,none
59,0,I,92998.2,0,none
26,0,I,85987.74,0,none
40,0,A,49210.26,0,none
22,0,A,39268.74,0,none
53,0,A,83442.87,0,e-account
60,0,A,146122.14,0,none
23,0,A,52952.1,0,none
21,0,I,71494.71,0,none
20,0,I,63604.56,0,none
22,0,I,52284.48,0,none
46,0,A,198536.28,0,none
48,0,A,61531.47,0,none
71,0,I,163267.92,0,none
44,0,I,75125.22,0,none
39,0,I,226798.8,0,none
53,0,I,54360.54,0,none
50,0,A,81233.13,1,direct debit
37,0,A,66486.66,1,direct debit
21,0,A,196856.37,1,pension
50,0,I,63260.37,0,none
20,1,A,93456.21,0,none
70,0,I,196561.62,0,none
43,0,I,285708.24,0,none
49,0,A,355865.85,0,none
40,0,I,176685.03,0,none
57,0,A,39225.78,0,none
46,0,I,58594.98,0,none
59,0,A,151324.02,0,none
22,0,A,49552.38,0,none
51,0,I,85224.45,0,none
99,0,I,122262.15,0,none
25,0,I,63562.86,0,none
37,0,A,66486.66,1,pension
25,0,A,48903.18,0,direct debit
27,0,I,68020.92,0,none
74,0,A,150128.16,0,none
36,0,A,91109.19,1,e-account
33,0,I,84247.44,0,none
40,0,I,85031.52,0,none
47,0,A,121474.23,0,e-account
28,0,I,56937.12,0,none
44,0,I,122954.28,0,none
24,0,I,173698.44,0,none
21,0,A,24384.51,0,none
78,0,I,95758.26,0,none
43,0,A,134354.46,0,none
48,0,A,33418.08,1,e-account
24,0,I,41177.67,0,none
54,0,A,178533.03,1,pension
43,0,A,73806.51,0,none
67,0,I,125331.84,0,none
24,0,A,96210.33,0,none
38,0,I,41725.62,0,none
55,0,I,85086.78,0,none
22,0,I,134898.54,0,none
37,0,A,225431.73,0,none
22,0,I,45322.98,0,none
25,0,A,92922,1,none
23,0,I,123272.52,0,none
24,0,I,94599.63,0,none
21,0,I,145431.21,0,none
75,0,A,299889.81,1,pension
24,0,I,64894.86,0,none
46,0,A,54360.87,1,e-account
50,0,A,116098.59,0,none
46,0,A,717958.05,1,direct debit
23,0,I,116229.24,0,none
34,0,A,135099.54,0,none
69,0,A,250675.32,0,none
24,0,I,80072.82,0,none
70,0,A,115787.4,0,none
34,0,A,54428.28,1,direct debit
45,0,A,61920.45,0,none
30,0,I,72104.91,0,none
58,0,I,55627.11,0,none
45,0,A,113848.95,0,direct debit
39,0,A,192331.83,0,e-account
14,0,A,141515.13,0,none
42,0,A,324371.88,1,e-account
23,0,I,58599.63,0,none
38,0,A,52147.35,1,direct debit
28,0,I,111914.61,0,none
50,0,A,252396.33,0,none
22,0,I,56601.99,0,none
27,0,I,28124.67,0,none
40,0,I,497729.22,0,none
38,0,A,238372.14,1,direct debit
24,0,I,66506.94,0,none
62,0,A,121152.39,0,none
51,0,A,89279.73,1,direct debit
55,0,A,57036.21,0,direct debit
23,0,A,113774.94,0,none
22,0,I,54858.63,0,none
47,0,A,62963.19,0,none
20,0,I,72646.08,0,none
29,0,A,120566.16,0,none
33,0,I,165456.96,0,none
23,0,A,241276.71,0,none
44,0,A,129569.04,0,none
42,0,A,151765.32,0,none
32,0,A,42378.99,0,e-account
36,0,I,141790.14,0,none
40,0,A,80924.46,0,e-account
23,0,A,54091.26,0,none
82,0,A,96433.11,0,none
47,0,A,44593.08,0,e-account
24,0,I,15790.17,0,none
28,0,I,71654.55,0,none
48,0,I,203454.63,0,none
24,0,I,86299.38,0,none
23,0,I,65319.39,0,none
42,0,A,288819.81,1,pension
65,0,A,36843.93,1,direct debit
46,0,I,161645.46,0,none
23,0,I,167023.08,0,none
65,0,I,132720.63,0,none
25,0,I,59692.8,0,none
44,0,I,210983.4,0,none
29,0,A,106376.34,1,direct debit
37,0,I,54127.68,0,none
22,0,I,91621.65,0,none
62,0,A,89041.77,0,none
36,0,I,99969.18,0,none
33,0,A,97165.05,1,pension
53,0,A,112535.88,1,pension
44,1,A,82263.57,0,none
34,0,A,65957.88,0,none
69,0,I,165391.44,0,none
33,0,A,87181.11,0,none
63,0,I,140840.28,0,none
73,0,I,37268.76,0,none
28,0,I,113327.64,0,none
61,0,A,254001.03,0,e-account
60,0,I,648774.57,0,none
17,0,I,82337.43,0,none
56,0,A,304797.3,0,none
38,0,A,115991.07,0,e-account
42,0,I,38320.26,0,none
21,0,I,145911.15,0,none
43,0,A,78489.69,1,direct debit
19,1,A,32700.18,0,none
52,0,I,72006.48,0,none
53,0,I,73441.95,0,none
40,0,I,427562.76,0,direct debit
50,0,A,60233.97,0,none
21,0,I,152081.19,0,none
37,0,A,130089.6,0,none
26,0,I,99800.67,0,none
60,0,A,52974.18,1,direct debit
30,0,A,72773.4,0,direct debit
41,0,I,68065.08,0,none
25,0,I,34928.49,0,none
70,0,I,118229.67,0,none
39,0,A,65069.22,0,direct debit
24,0,I,99576.75,0,none
22,0,I,84020.46,0,none
21,0,I,166791.33,0,none
32,0,I,123834.42,0,none
28,0,A,68567.94,0,direct debit
40,0,I,54724.59,0,none
90,0,A,115085.79,1,direct debit
42,0,A,204948.33,0,none
78,0,A,355933.89,0,none
21,0,A,158045.07,0,none
61,0,A,125307.33,0,none
24,0,A,355999.62,0,e-account
60,0,A,225808.98,0,e-account
56,0,I,86972.94,0,none
53,0,A,166694.04,1,none
39,0,A,158971.8,1,pension
45,0,A,162688.77,0,none
38,0,I,52929.36,0,none
41,0,I,76031.52,0,none
55,0,I,154537.68,0,none
23,0,I,315264.42,0,none
26,0,I,119021.34,0,none
50,0,A,73797.99,0,none
21,0,I,30335.52,0,none
64,0,A,81547.05,0,none
80,0,A,102309.87,0,none
20,1,I,93864.42,0,none
58,0,I,66320.07,0,none
53,0,I,146133.03,0,none
42,0,A,147059.73,1,direct debit
49,0,I,118135.29,0,none
42,0,I,96627.09,0,none
45,0,I,142910.85,0,none
76,0,A,154098.51,0,none
48,0,A,33418.08,1,direct debit
71,0,I,466495.26,0,none
35,0,A,67070.01,0,direct debit
54,0,A,125017.38,0,none
63,0,A,66166.56,1,direct debit
24,0,A,87991.92,0,none
49,0,A,253931.61,0,direct debit
22,0,A,216093.39,0,e-account
42,0,A,118416.6,0,e-account
37,0,A,37888.38,0,none
20,1,I,123418.2,0,none
28,0,I,57828.96,0,none
26,0,I,58580.91,0,none
26,0,I,325230.96,0,none
29,0,A,69137.76,0,direct debit
41,0,A,35246.7,0,none
32,0,I,107212.56,0,none
60,0,I,98733.93,0,none
29,0,I,119190.69,0,none
21,0,I,167139.81,0,none
24,0,I,99335.28,0,none
42,0,A,47619.48,1,e-account
44,0,A,59237.1,1,direct debit
72,0,A,235990.62,1,direct debit
53,0,A,132331.02,0,e-account
48,0,I,155371.47,0,none
27,0,I,47583.63,0,none
32,0,A,85056.66,1,direct debit
58,0,I,388116.63,0,none
39,0,A,34908.75,1,direct debit
52,0,I,153788.16,0,none
92,0,I,218162.67,0,none
51,0,I,35311.02,0,none
47,0,I,116855.43,0,none
28,0,I,215099.43,0,none
61,0,I,76557.63,0,none
39,0,I,91812.27,0,none
64,0,A,158644.98,0,e-account
46,0,A,83687.85,0,none
40,0,A,281002.44,1,e-account
29,0,I,77247.81,0,none
40,0,I,175404,0,none
36,0,I,119687.34,0,none
39,0,I,100466.73,0,none
48,0,A,48797.76,0,none
24,0,I,155067.81,0,none
71,0,A,154546.02,1,e-account
52,0,A,97334.55,0,none
38,0,A,86629.89,0,e-account
21,0,I,107049.42,0,none
26,0,A,98558.22,0,none
40,0,I,140624.79,0,none
51,0,I,100766.64,0,none
46,0,A,84241.08,0,none
62,0,I,45058.71,0,none
30,0,A,189034.8,1,e-account
22,1,I,73601.16,0,none
24,0,A,156657.09,0,none
41,0,I,48627.48,0,none
26,0,I,67589.4,0,none
23,0,A,60392.67,0,none
27,0,I,160660.86,0,none
44,0,A,200854.32,0,none
31,0,A,108972.6,1,pension
23,0,I,83657.64,0,none
37,0,A,95004.48,1,e-account
50,0,A,160411.8,0,e-account
31,0,I,236143.77,0,none
29,0,I,100036.47,0,none
57,0,I,150628.29,0,e-account
52,0,I,73170.06,0,none
22,0,A,36445.5,0,none
28,0,I,37684.89,0,none
41,0,I,125201.52,0,none
18,0,A,58780.02,0,none
29,0,I,91855.92,0,none
57,0,I,135390.03,0,none
51,0,A,98753.01,0,none
23,0,I,25734.45,0,none
21,0,A,160295.52,0,none
44,0,I,70175.97,0,none
17,0,A,114054.75,0,none
42,0,A,27334.08,1,pension
44,0,A,91949.25,1,pension
46,0,I,135263.28,0,none
22,0,A,70276.02,0,none
24,0,I,80975.64,0,none
29,0,I,164021.55,0,none
24,0,A,150602.85,0,none
21,0,I,45098.04,0,none
29,0,I,96334.5,0,none
